序号,名  称,一级分类编码,二级分类编码,食部(%),水分(g),能量（千卡）,能量（千焦）,蛋白质(g),脂肪(g),碳水化物(g),膳食纤维(g),胆固醇(mg),灰分(g),维生素A(μgRE),硫胺素(mg),核黄素(mg),维生素B6(mg),维生素B12(mg),叶酸(ug),烟碱(mg),维生素C(mg),维生素E(mg),钙(mg),磷(mg),钾(mg),钠(mg),镁(mg),铁(mg),锌(mg),硒(mg),铜(mg),锰(mg),碘(mg),胡萝卜素(μg),视黄醇(μg),尼克酸/烟酸(mg),α-维生素E(mg)
101,苦荞麦粉,19,19004,100,19.3,316,1320,9.7,2.7,66.0,5.8,0,2.3,0.0,0.32,0.21,0.0,0.0,0.0,0.0,0.0,1.73,39,244.0,320,0.0,94,4.4,2.02,5.57,0.89,1.31,0,0,0.0,1.5,0.9
102,荞麦,19,19005,100,13.0,337,1410,9.3,2.3,73.0,6.5,0,2.4,3.0,0.28,0.16,0.0,0.0,0.0,0.0,0.0,4.4,47,297.0,401,0.0,258,6.2,3.62,2.45,0.56,2.04,0,20,3.0,2.2,0.36
103,荞麦（带皮）,19,19006,98,13.6,319,1333,9.5,1.7,73.0,13.3,0,2.2,0.0,0.24,0.06,0.0,0.0,0.0,0.0,0.0,0.0,154,296.0,439,0.0,193,10.1,2.9,1.31,14.05,1.31,0,0,0.0,1.3,0.0
104,薏米[薏仁米，苡米],19,19008,100,11.2,361,1512,12.8,3.3,71.1,2.0,0,1.6,0.0,0.22,0.15,0.0,0.0,0.0,0.0,0.0,2.08,42,217.0,238,0.0,88,3.6,1.68,3.07,0.29,1.37,0,0,0.0,2.0,1.48
105,薏米面,19,19009,100,10.9,351,1469,11.3,2.4,73.5,4.8,0,1.9,0.0,0.07,0.14,0.0,0.0,0.0,0.0,0.0,4.89,42,134.0,163,0.0,50,7.4,1.39,3.06,0.26,1.51,0,0,0.0,2.4,1.73
106,荞麦面,19,19010,100,14.2,340,1440,11.3,2.8,70.2,0.0,0,1.5,2.0,0.26,0.1,0.0,0.0,0.0,3.47,0.0,5.31,71,243.0,304,0.0,151,7.0,1.94,2.16,0.39,0.59,0,0,2.0,0.0,0.0
107,莜麦面,19,19011,100,11.0,391,1650,13.7,8.6,67.7,0.0,0,1.2,0.0,0.2,0.09,0.0,0.0,0.0,0.29,0.0,0.39,40,259.0,255,0.0,62,3.8,2.18,2.9,0.41,1.71,0,0,0.0,0.0,0.0
108,燕麦,19,19012,100,10.2,338,1433,10.1,0.2,77.4,6.0,0,2.1,0.0,0.46,0.07,0.0,0.0,0.0,0.0,0.0,0.91,58,342.0,356,0.0,116,2.9,1.75,0.0,0.21,3.91,0,0,0.0,0.0,0.0
109,藜麦（散装）,19,19013,100,13.5,357,1494,14.0,6.0,57.8,6.5,0,2.2,0.0,0.04,0.06,0.0,0.0,0.0,1.03,0.0,6.4,25,0.0,362,0.0,132,3.4,1.8,1.43,0.2,0.98,0,0,0.0,0.0,0.0
110,马铃薯[土豆，洋芋],21,21101,94,79.8,81,343,2.6,0.2,17.8,1.1,0,0.8,1.0,0.1,0.02,0.0,0.0,0.0,1.1,14.0,0.34,7,46.0,347,0.0,24,0.4,0.3,0.47,0.09,0.1,0,30,1.0,1.1,0.08
111,马铃薯丁（脱水）,21,21102,100,11.4,344,1437,5.7,0.5,80.7,3.3,0,1.7,0.0,0.14,0.0,0.0,0.0,0.0,0.0,20.0,0.0,39,87.0,267,0.0,51,2.4,0.41,2.17,1.31,0.36,0,0,0.0,0.0,0.0
112,马铃薯粉,21,21103,100,12.0,340,1423,7.2,0.5,77.4,1.4,0,2.9,20.0,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.28,171,123.0,1075,0.0,27,10.7,1.22,1.58,1.06,0.37,0,120,20.0,5.1,0.28
113,马铃薯（烤）,21,21105,100,80.8,70,293,1.8,0.1,16.4,0.4,0,0.9,0.0,0.08,0.01,0.0,0.0,0.0,0.8,15.0,0.0,2,60.0,357,0.0,0,0.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
114,马铃薯（蒸）,21,21106,100,80.6,69,289,3.0,0.0,15.3,0.2,0,1.1,0.0,0.09,0.04,0.0,0.0,0.0,0.9,30.0,0.0,4,67.0,484,0.0,0,0.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
115,马铃薯（煮）,21,21107,100,81.5,65,272,3.2,0.0,14.2,0.2,0,1.1,0.0,0.09,0.04,0.0,0.0,0.0,0.8,26.0,0.0,4,64.0,480,0.0,0,0.6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
116,马铃薯全粉,21,21108,100,5.6,362,1536,8.4,0.5,82.7,3.5,0,2.8,10.0,0.11,0.25,0.0,0.0,0.0,5.1,25.9,0.28,35,170.0,980,0.0,100,0.8,12.5,1.4,0.35,0.33,0,0,10.0,0.0,0.0
117,甘薯（白心）[红皮山芋],21,21201,86,72.6,106,444,1.4,0.2,25.2,1.0,0,0.6,37.0,0.07,0.04,0.0,0.0,0.0,0.0,24.0,0.43,24,46.0,174,0.0,17,0.8,0.22,0.63,0.16,0.21,0,220,37.0,0.6,0.43
118,甘薯片[白薯干],21,21203,100,12.1,344,1439,4.7,0.8,80.5,2.0,0,1.9,25.0,0.15,0.11,0.0,0.0,0.0,0.0,9.0,0.38,112,115.0,353,0.0,102,3.7,0.35,2.64,0.5,1.14,0,150,25.0,1.1,0.32
119,甘薯粉[地瓜粉],21,21204,100,14.5,336,1406,2.7,0.2,80.9,0.1,0,1.7,3.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,33,12.0,66,0.0,102,10.0,0.29,2.62,0.05,0.33,0,20,3.0,0.2,0.0
120,甘薯（红心）[山芋，红薯],21,21205,90,83.4,61,260,0.7,0.2,80.9,0.1,0,1.7,2.0,0.03,0.05,0.0,0.0,0.0,0.2,4.0,0.28,18,26.0,88,0.0,17,0.2,0.16,0.22,0.05,0.08,0,0,2.0,0.0,0.0
121,木薯,21,21301,99,69.0,119,498,2.1,0.3,27.8,1.6,0,0.8,0.0,0.21,0.09,0.0,0.0,0.0,0.0,35.0,0.0,88,50.0,764,0.0,66,2.5,0.0,0.0,0.0,0.0,0,0,0.0,1.2,0.0
122,蚕豆淀粉,22,22101,100,14.1,342,1432,0.5,0.0,85.3,0.5,0,0.1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,29.0,10,0.0,8,2.3,0.05,0.54,0.04,0.07,0,0,0.0,0.0,0.0
123,豌豆淀粉,22,22102,100,13.6,342,1430,0.6,0.0,85.0,0.3,0,0.8,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10.0,93,0.0,4,1.7,0.22,0.0,0.03,0.29,0,0,0.0,0.1,0.0
124,玉米淀粉,22,22103,100,13.5,346,1446,1.2,0.1,85.0,0.1,0,0.2,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,18,25.0,8,0.0,6,4.0,0.09,0.7,0.07,0.05,0,0,0.0,1.1,0.0
125,团粉[芡粉],22,22104,100,12.6,348,1454,1.5,0.0,85.8,0.8,0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,25.0,16,0.0,14,3.6,0.18,0.37,0.06,0.08,0,0,0.0,0.2,0.0
126,藕粉,22,22105,100,6.4,373,1559,0.2,0.0,93.0,0.1,0,0.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,8,9.0,35,0.0,2,17.9,0.15,2.1,0.22,0.28,0,0,0.0,0.4,0.0
127,桂花藕粉,22,22106,100,13.6,344,1438,0.4,0.1,85.3,0.0,0,0.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,36,13.0,14,0.0,5,20.8,0.23,0.39,0.05,0.34,0,0,0.0,0.2,0.0
128,魔芋精粉[鬼芋粉，南星粉],22,22107,100,12.2,186,777,4.6,0.1,78.8,74.4,0,4.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,45,272.0,299,0.0,66,1.6,2.05,350.15,0.17,0.88,0,0,0.0,0.4,0.0
129,淀粉（小麦）,22,22108,100,13.1,351,1469,0.2,0.5,86.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,33.0,8,0.0,5,0.6,0.1,0.0,0.02,0.0,0,0,0.0,0.0,0.0
130,淀粉（大米）,22,22109,100,9.7,366,1531,0.2,0.7,89.3,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,20.0,2,0.0,8,1.5,0.1,0.0,0.06,0.0,0,0,0.0,0.0,0.0
131,淀粉（马铃薯）,22,22110,100,17.4,332,1389,0.1,0.1,82.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,40.0,32,0.0,0,1.8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
132,淀粉（甘薯）,22,22111,100,15.1,342,1431,0.1,0.2,84.4,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,62,14.0,7,0.0,0,2.6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
133,煎炸粉,22,22112,100,11.9,331,1385,12.1,1.4,73.6,0.7,0,0.1,0.0,0.23,0.07,0.0,0.0,0.0,3.2,0.0,0.0,11,102.0,299,0.0,0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
134,粉丝,22,22201,100,15.0,338,1413,0.8,0.2,83.7,1.1,0,0.3,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,31,16.0,18,0.0,11,6.4,0.27,3.39,0.05,0.15,0,0,0.0,0.4,0.0
135,豌豆粉丝,22,22202,100,7.7,368,1539,0.4,0.0,91.7,0.3,0,0.2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9.0,6,0.0,4,3.5,0.32,0.0,0.05,0.09,0,0,0.0,0.0,0.0
136,粉条,22,22203,100,14.3,338,1416,0.5,0.1,84.2,0.6,0,0.9,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,23.0,18,0.0,11,5.2,0.83,2.18,0.18,0.16,0,0,0.0,0.1,0.0
137,黄豆[大豆],31,31101,100,10.2,390,1631,35.0,16.0,34.2,15.5,0,4.6,37.0,0.41,0.2,0.0,0.0,0.0,0.0,0.0,18.9,191,465.0,1503,0.0,199,8.2,3.34,6.16,1.35,2.26,0,220,37.0,2.1,0.9
138,黑豆（干）[黑大豆],31,31102,100,9.9,401,1678,36.0,15.9,33.6,10.2,0,4.6,5.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,17.36,224,500.0,1377,0.0,243,7.0,4.18,6.79,1.56,2.83,0,30,5.0,2.0,0.97
139,青豆（干）[青大豆],31,31103,100,9.5,398,1667,34.5,16.0,35.4,12.6,0,4.6,132.0,0.41,0.18,0.0,0.0,0.0,0.0,0.0,10.09,200,395.0,718,0.0,128,8.4,3.18,5.62,1.38,2.25,0,790,132.0,3.0,0.4
140,黄豆,31,31104,100,9.2,407,1704,33.1,15.9,37.3,9.0,0,4.5,3.0,0.11,0.22,0.0,0.0,0.0,1.53,0.0,0.0,123,418.0,1276,0.0,211,35.8,4.61,2.03,1.17,2.03,0,0,3.0,0.0,0.0
141,黄豆粉,31,31201,100,6.7,432,1807,32.7,18.3,37.6,7.0,0,4.7,63.0,0.31,0.22,0.0,0.0,0.0,0.0,0.0,33.69,207,395.0,1890,0.0,129,8.1,3.89,2.47,1.39,2.0,0,380,63.0,2.5,0.0
142,豆腐花[豆腐粉],31,31202,100,1.6,401,1676,10.0,2.6,84.3,0.0,0,1.5,42.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,5.0,175,95.0,339,0.0,60,3.3,0.75,1.7,0.28,0.52,0,250,42.0,0.4,0.0
143,豆浆粉,31,31203,100,1.5,426,1783,19.7,9.4,66.8,2.2,0,2.6,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.0,17.99,101,253.0,771,0.0,122,3.7,1.77,3.3,0.69,1.24,0,0,0.0,0.7,2.06
144,豆粕,31,31204,100,11.5,325,1360,42.5,2.1,37.9,7.6,0,6.0,0.0,0.49,0.2,0.0,0.0,0.0,0.0,0.0,5.81,154,28.0,1391,0.0,158,14.9,0.5,1.5,1.1,2.49,0,0,0.0,2.5,0.0
145,豆粕（膨化）[大豆蛋白],31,31205,100,9.3,333,1393,36.6,0.7,48.0,5.9,0,5.4,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.14,144,161.0,950,0.0,60,9.8,3.17,2.78,1.23,1.78,0,0,0.0,5.8,0.0
146,豆奶粉（维维牌）,31,31206,100,2.4,421,1777,19.4,9.4,65.2,1.0,0,3.6,1525.0,1.01,1.32,0.0,0.0,0.0,3.59,32.0,30.1,635,393.0,571,0.0,47,8.3,6.25,0.0,0.0,0.0,0,0,1525.0,0.0,0.0
147,豆奶粉（多力牌）,31,31207,100,2.6,405,1712,12.3,6.5,76.4,0.0,0,2.2,0.0,0.1,0.08,0.0,0.0,0.0,0.49,0.0,6.68,268,241.0,540,0.0,60,1.7,0.95,1.1,0.29,0.46,0,0,0.0,0.0,0.0
148,豆奶粉（大磨牌）,31,31208,100,4.3,432,1821,27.4,13.0,51.6,0.3,0,3.7,0.0,0.46,1.01,0.0,0.0,0.0,0.0,16.0,22.18,281,486.0,720,0.0,152,4.5,7.14,3.96,1.12,1.31,0,0,0.0,0.0,0.0
149,豆腐（代表值）,31,31301,100,83.8,84,351,6.6,5.3,3.4,0.0,0,0.9,0.0,0.06,0.02,0.0,0.0,0.0,0.21,0.0,5.79,113,76.0,154,0.0,36,1.2,0.57,1.5,0.08,0.12,0,0,0.0,0.2,0.0
150,豆腐（内酯）,31,31304,100,89.2,50,209,5.0,1.9,3.3,0.4,0,0.6,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,3.26,17,57.0,95,0.0,24,0.8,0.55,0.81,0.13,0.26,0,0,0.0,0.3,0.0
151,豆腐脑[老豆腐],31,31305,100,96.7,15,62,1.9,0.8,0.0,0.0,0,0.6,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,10.46,18,5.0,107,0.0,28,0.9,0.49,0.0,0.26,0.25,0,0,0.0,0.4,0.0
152,豆腐（北豆腐）,31,31306,100,78.6,116,482,9.2,8.1,3.0,0.0,0,1.1,0.0,0.05,0.02,0.0,0.0,0.0,0.11,0.0,8.4,105,112.0,106,0.0,63,1.5,0.74,2.46,0.06,0.07,0,0,0.0,0.0,0.0
153,豆腐（南豆腐）,31,31307,100,83.6,87,363,5.7,5.8,3.9,0.2,0,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,5.72,113,76.0,154,0.0,36,1.2,0.43,1.23,0.04,0.03,0,0,0.0,0.0,0.0
154,豆奶[豆乳],31,31402,100,94.0,30,127,2.4,1.5,1.8,0.0,5,0.3,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0,4.5,23,35.0,92,0.0,7,0.6,0.24,0.73,5.57,0.11,0,0,0.0,0.3,4.5
155,豆汁（生）,31,31403,100,97.4,10,41,0.9,0.1,1.4,0.1,0,0.2,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.34,8,21.0,47,0.0,6,0.4,0.11,0.25,0.05,0.0,0,0,0.0,0.1,0.0
156,酸豆奶,31,31404,100,84.5,67,279,2.2,1.2,11.8,0.0,0,0.3,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.11,32,22.0,70,0.0,16,0.4,0.21,0.2,0.08,0.12,0,0,0.0,0.7,0.0
157,豆浆,31,31405,100,93.8,31,128,3.0,1.6,1.2,0.0,0,0.4,10.0,0.02,0.02,0.0,0.0,0.0,0.14,0.0,1.06,5,42.0,117,0.0,15,0.4,0.28,0.0,0.16,0.16,0,0,10.0,0.0,0.0
158,豆浆（甜）,31,31406,100,91.8,34,142,2.4,0.5,4.9,0.1,0,3.4,3.0,0.04,0.02,0.0,0.0,0.0,0.15,0.0,1.27,27,21.0,54,0.0,15,0.5,0.27,0.1,0.08,0.0,0,0,3.0,0.0,0.0
159,豆腐丝,31,31501,100,58.4,203,850,21.5,10.5,6.2,1.1,0,3.4,5.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,9.76,204,220.0,74,0.0,127,9.1,2.04,1.39,0.29,1.71,0,30,5.0,0.5,0.0
160,豆腐丝（干）,31,31502,100,7.4,451,1886,57.7,22.8,3.7,0.0,0,8.4,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,7.8,5,74.0,7,0.0,0,1.3,3.59,2.72,0.26,2.4,0,0,0.0,0.0,0.0
161,豆腐丝（油）,31,31503,100,38.2,304,1273,24.2,17.1,14.5,2.2,0,6.0,3.0,0.02,0.09,0.0,0.0,0.0,0.0,0.0,17.8,152,423.0,208,0.0,93,5.0,2.98,6.1,0.27,1.37,0,20,3.0,1.8,1.78
162,豆腐卷,31,31504,100,61.6,203,849,17.9,11.6,7.2,1.0,0,1.7,30.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,27.63,156,288.0,82,0.0,152,6.1,2.76,2.51,0.42,1.66,0,180,30.0,0.4,1.47
163,油豆腐,31,31506,100,58.8,245,1024,17.0,17.6,4.9,0.6,0,1.7,5.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,24.7,147,238.0,158,0.0,72,5.2,2.03,0.63,0.3,1.38,0,30,5.0,0.3,1.89
164,腐竹,31,31507,100,7.9,461,1928,44.6,21.7,22.3,1.0,0,3.5,0.0,0.13,0.07,0.0,0.0,0.0,0.0,0.0,27.84,77,284.0,553,0.0,71,16.5,3.69,6.65,1.31,2.55,0,0,0.0,0.8,1.43
165,枝竹,31,31508,100,6.9,478,1999,44.4,24.7,20.8,2.7,0,3.2,0.0,0.11,0.07,0.0,0.0,0.0,0.0,0.0,26.78,49,490.0,837,0.0,162,10.8,3.2,6.14,0.78,2.9,0,0,0.0,0.9,0.0
166,千张[百页],31,31509,100,52.0,262,1096,24.5,16.0,5.5,1.0,0,2.0,5.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,23.38,313,309.0,94,0.0,80,6.4,2.52,1.75,0.46,1.96,0,30,5.0,0.2,0.94
167,豆腐干（代表值）,31,31510,100,61.3,197,823,14.9,11.3,9.6,0.0,0,3.1,2.0,0.02,0.05,0.0,0.0,0.0,0.4,0.0,13.0,447,174.0,137,0.0,69,7.1,1.84,7.12,0.41,1.07,0,0,2.0,0.3,0.0
168,豆腐干（菜干）,31,31511,100,71.3,137,573,13.4,7.1,5.0,0.3,0,3.2,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.62,179,79.0,70,0.0,81,3.0,1.39,0.5,0.15,0.81,0,0,0.0,0.3,0.0
169,豆腐干（臭干）,31,31512,100,77.9,99,416,10.2,4.6,4.5,0.4,0,2.8,0.0,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,720,166.0,136,0.0,40,4.2,0.98,3.34,0.31,0.85,0,0,0.0,0.1,0.0
170,豆腐干（酱油干）,31,31513,100,70.2,157,656,14.9,9.1,4.0,0.3,0,1.8,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,16.41,413,188.0,130,0.0,46,5.9,1.18,0.0,1.28,1.36,0,0,0.0,0.0,4.57
171,豆腐干（卤干）,31,31514,100,32.4,339,1417,14.5,16.7,33.4,1.6,0,3.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,731,162.0,134,0.0,43,3.9,3.61,0.0,0.57,0.84,0,0,0.0,0.2,0.0
172,豆腐干（蒲包干）,31,31515,100,72.5,135,566,12.1,5.7,8.9,0.0,0,0.8,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,14.09,134,57.0,236,0.0,21,9.1,1.73,0.0,0.22,0.98,0,0,0.0,0.0,3.85
173,豆腐干（香干）,31,31516,100,69.2,152,637,15.8,7.8,5.1,0.8,0,2.1,7.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,15.85,299,219.0,99,0.0,88,5.7,1.59,3.15,0.41,1.19,0,40,7.0,0.3,4.69
174,豆腐干（小香干）,31,31517,100,61.0,174,729,17.9,9.1,5.4,0.4,0,6.6,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0,7.39,1019,177.0,141,0.0,87,23.3,2.55,23.6,0.38,1.61,0,0,0.0,0.0,0.28
175,豆腐干（熏干）,31,31518,100,67.5,154,643,15.8,6.2,8.8,0.3,0,1.7,2.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,7.03,173,109.0,136,0.0,109,3.9,1.8,8.9,0.22,1.05,0,10,2.0,1.0,0.0
176,豆肝尖,31,31519,100,57.6,203,849,17.2,12.0,9.4,5.7,0,3.8,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,37.58,5,209.0,24,0.0,25,7.4,1.9,3.19,0.11,1.4,0,0,0.0,0.1,1.83
177,素大肠,31,31520,100,63.0,155,649,18.1,3.6,13.0,1.0,0,2.3,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,445,249.0,179,0.0,56,3.8,4.03,0.0,1.06,1.14,0,0,0.0,0.1,0.0
178,素火腿,31,31521,100,55.0,213,891,19.1,13.2,4.8,0.9,0,7.9,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,25.99,8,115.0,24,0.0,25,7.3,1.96,3.18,0.16,1.57,0,0,0.0,0.1,4.17
179,素鸡,31,31522,100,64.3,194,812,16.5,12.5,4.2,0.9,0,2.5,10.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,17.8,319,180.0,42,0.0,61,5.3,1.74,6.73,0.27,1.12,0,60,10.0,0.4,0.69
180,素鸡丝卷,31,31523,100,63.5,197,824,11.2,13.7,10.1,5.6,0,1.5,5.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,27.72,103,261.0,56,0.0,121,6.0,1.52,2.29,0.22,1.63,0,30,5.0,0.5,0.0
181,素什锦,31,31524,100,65.3,177,741,14.0,10.2,8.3,2.0,0,2.2,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.0,9.51,174,186.0,143,0.0,45,6.0,1.25,2.8,0.21,1.06,0,0,0.0,0.5,2.19
182,炸素虾,31,31525,100,3.4,582,2435,27.6,44.4,19.3,2.7,0,5.3,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,50.79,251,245.0,211,0.0,110,6.3,2.49,4.3,0.37,1.03,0,0,0.0,1.6,9.67
183,烤麸,31,31526,100,68.6,121,506,20.4,0.3,9.3,0.2,0,1.4,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.42,30,72.0,25,0.0,38,2.7,1.19,0.0,0.25,0.73,0,0,0.0,1.2,0.24
184,豆腐皮,31,31527,100,9.4,447,1868,51.6,23.0,12.5,0.0,0,3.5,23.0,0.22,0.12,0.0,0.0,0.0,0.91,0.0,46.55,239,494.0,877,0.0,179,11.7,4.08,2.26,1.17,2.71,0,0,23.0,0.0,0.0
185,豆腐干,31,31529,100,30.1,427,1768,19.6,35.2,11.4,0.0,0,3.7,0.0,0.02,0.08,0.0,0.0,0.0,0.47,0.0,29.63,352,408.0,153,0.0,109,4.8,1.77,3.2,0.11,0.92,0,0,0.0,0.0,0.0
186,绿豆（干）,32,32101,100,12.3,329,1376,21.6,0.8,62.0,6.4,0,3.3,22.0,0.25,0.11,0.0,0.0,0.0,0.0,0.0,10.95,81,337.0,787,0.0,125,6.5,2.18,4.28,1.08,1.11,0,130,22.0,2.0,0.0
187,绿豆面,32,32102,100,9.6,341,1427,20.8,0.7,65.8,5.8,0,3.1,15.0,0.45,0.12,0.0,0.0,0.0,0.0,0.0,0.0,134,304.0,1055,0.0,0,8.1,2.68,10.58,1.55,0.0,0,90,15.0,0.7,0.0
188,绿豆饼,32,32201,100,69.7,122,512,15.2,1.2,12.7,0.0,0,1.2,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,18,25.0,16,0.0,2,1.0,0.42,0.0,0.19,0.31,0,0,0.0,0.0,0.0
189,赤小豆（干）[小豆，红小豆],33,33101,100,12.6,324,1357,20.2,0.6,63.4,7.7,0,3.2,13.0,0.16,0.11,0.0,0.0,0.0,0.0,0.0,14.36,74,305.0,860,0.0,138,7.4,2.2,3.8,0.64,1.33,0,80,13.0,2.0,0.0
190,小豆粥,33,33201,100,84.4,62,259,1.2,0.4,13.7,0.6,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,13,14.0,45,0.0,17,0.6,0.33,0.5,0.03,0.09,0,0,0.0,0.2,0.0
191,豆沙,33,33202,100,39.2,247,1033,5.5,1.9,52.7,1.7,0,0.7,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,4.37,42,68.0,139,0.0,2,8.0,0.32,0.89,0.13,0.33,0,0,0.0,0.3,1.05
192,红豆沙（去皮）,33,33204,100,37.9,244,1035,4.5,0.1,57.1,1.8,0,0.4,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2.69,19,65.0,21,0.0,7,1.1,0.6,0.41,0.06,0.22,0,0,0.0,0.0,0.0
193,红豆馅,33,33205,100,33.0,261,1108,4.5,0.2,61.7,2.8,0,0.6,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,3.66,16,90.0,59,0.0,10,1.3,0.64,0.39,0.12,0.27,0,0,0.0,0.0,0.0
194,"花豆（干,红）",34,34101,100,14.8,328,1372,19.1,1.3,62.7,5.5,0,2.1,72.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,6.13,38,48.0,358,0.0,17,0.3,1.27,19.05,0.94,1.22,0,430,72.0,3.0,0.0
195,"花豆（干,紫）",34,34102,97,13.2,330,1380,17.2,1.4,65.8,7.4,0,2.4,47.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,9.64,221,169.0,641,0.0,120,5.9,3.4,74.06,0.92,1.08,0,280,47.0,2.7,0.0
196,"芸豆（干,白）",34,34103,100,14.4,315,1320,23.4,1.4,57.2,9.8,0,3.6,0.0,0.18,0.26,0.0,0.0,0.0,0.0,0.0,6.16,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.4,0.0
197,"芸豆（干,红）",34,34104,100,11.1,331,1384,21.4,1.3,62.5,8.3,0,3.7,30.0,0.18,0.09,0.0,0.0,0.0,0.0,0.0,7.74,176,218.0,1215,0.0,164,5.4,2.07,4.61,0.83,1.43,0,180,30.0,2.0,0.2
198,"芸豆（干,虎皮）",34,34105,100,10.2,341,1427,22.5,0.9,62.5,3.5,0,3.9,0.0,0.37,0.28,0.0,0.0,0.0,0.0,0.0,6.02,156,66.0,809,0.0,31,1.7,1.2,9.75,0.53,1.02,0,0,0.0,2.1,0.0
199,"芸豆（干,杂，带皮）",34,34106,100,9.8,327,1369,22.4,0.6,63.3,10.5,0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,386.0,1058,0.0,197,8.7,2.22,14.02,1.11,1.46,0,0,0.0,0.0,0.0
200,蚕豆（干）,35,35101,100,13.2,338,1414,21.6,1.0,61.5,1.7,0,2.7,0.0,0.09,0.13,0.0,0.0,0.0,0.0,2.0,1.6,31,418.0,1117,0.0,57,8.2,3.42,1.3,0.99,1.09,0,0,0.0,1.9,0.98
201,蚕豆（干，带皮）,35,35102,93,11.5,326,1364,24.6,1.1,59.9,10.9,0,2.9,8.0,0.13,0.23,0.0,0.0,0.0,0.0,0.0,4.9,49,339.0,992,0.0,113,2.9,4.76,4.29,0.64,1.0,0,50,8.0,2.2,0.84
